accx,accy,accz
0.5128,-0.0844,-0.8888
0.1474,-0.3442,-0.8418
0.0379,-0.481,-0.8888
0.3642,-0.3638,-0.7833
0.2958,-0.3657,-0.8614
0.2958,-0.3657,-0.8614
0.2177,-0.4302,-0.8243
0.2098,-0.4067,-0.877
0.1414,-0.3931,-0.8888
0.5147,-0.4634,-0.8927
0.5147,-0.4634,-0.8927
0.501,-0.4302,-0.8516
0.204,-0.3872,-0.8693
0.1591,-0.4009,-0.838
0.1649,-0.3969,-0.8008
0.163,-0.3736,-0.8204
0.2177,-0.3579,-0.8399
0.2079,-0.3774,-0.9161
0.1278,-0.4067,-0.9317
0.1278,-0.4067,-0.9317
0.1982,-0.4537,-0.9024
0.1024,-0.3931,-0.838
0.0985,-0.4185,-0.8341
0.1824,-0.4654,-0.8849
0.1668,-0.5552,-0.8282
0.1474,-0.5436,-0.8849
0.1297,-0.4654,-0.879
0.1414,-0.4654,-0.9005
0.1747,-0.4693,-0.8751
0.2411,-0.4986,-0.8946
0.2411,-0.4986,-0.8946
0.2646,-0.5161,-0.879
0.2118,-0.4381,-0.877
0.1728,-0.3599,-0.8399
0.1864,-0.3579,-0.8282
0.2235,-0.3696,-0.7813
0.2313,-0.354,-0.7871
0.2333,-0.3559,-0.8282
0.2509,-0.395,-0.8653
0.2177,-0.4283,-0.8809
0.2255,-0.4185,-0.8751
0.245,-0.4048,-0.8555
0.2529,-0.3931,-0.8418
0.2431,-0.4048,-0.8555
0.2392,-0.4106,-0.8497
0.2235,-0.4009,-0.8653
0.2274,-0.3853,-0.8712
0.2313,-0.3774,-0.8458
0.2489,-0.3853,-0.8516
0.2606,-0.4185,-0.877
0.2489,-0.4204,-0.879
0.2371,-0.4165,-0.8536
0.2157,-0.3892,-0.8165
0.202,-0.3736,-0.7931
0.204,-0.3794,-0.8282
0.204,-0.3794,-0.8282
0.2255,-0.4263,-0.8555
0.2392,-0.4497,-0.8576
0.2255,-0.4634,-0.8555
0.2118,-0.4595,-0.8478
0.2157,-0.4595,-0.8262
0.2235,-0.44,-0.8204
0.2294,-0.44,-0.838
0.2548,-0.4673,-0.8458
